lr,data_time,loss,loss_rpn_cls,loss_rpn_bbox,loss_cls,acc,loss_bbox,time,epoch,memory,step
2e-05,2.7491207122802734,1.332764744758606,0.6737713813781738,0.008179077878594398,0.640468418598175,66.015625,0.010345825925469398,6.706596374511719,1.0,3545.0,1.0
6.004008016032065e-05,1.3760603666305542,1.3833822011947632,0.6766178905963898,0.012480475939810276,0.6757687032222748,41.89453125,0.01851513236761093,3.481144428253174,1.0,3489.0,2.0
0.0001000801603206413,0.9183735847473145,1.4134533802668254,0.6767401099205017,0.02011695442100366,0.6913696130116781,42.28515625,0.02522672216097514,2.4044295152028403,1.0,3489.0,3.0
0.00014012024048096195,0.6895302534103394,1.3884399831295013,0.6777418553829193,0.01712586497887969,0.6693530976772308,84.375,0.024219181388616562,1.8588525652885437,1.0,3179.0,4.0
0.00018016032064128258,0.5520242214202881,1.3476473331451415,0.6773852586746216,0.017291389778256415,0.6297053098678589,98.828125,0.023265372216701507,1.5379080295562744,1.0,3489.0,5.0
0.00022020040080160324,0.46052006880442303,1.308485786120097,0.6771420041720072,0.02001494572808345,0.5859203239281973,98.92578125,0.025408522536357243,1.323682467142741,1.0,3489.0,6.0
0.00026024048096192384,0.3951600619724819,1.2574459910392761,0.6770934036799839,0.020556246595723287,0.5350561610289982,99.0234375,0.024740186652966907,1.17159138407026,1.0,3489.0,7.0
0.00030028056112224447,0.3460150361061096,1.2022294700145721,0.6767806932330132,0.020550368819385767,0.48290215618908405,99.70703125,0.02199625628418289,1.058190792798996,1.0,3808.0,8.0
0.0003403206412825651,0.307902283138699,1.1592063771353827,0.6759322418106927,0.01976039767679241,0.4410035063823064,98.828125,0.022510233723248046,0.9649825625949435,1.0,3179.0,9.0
0.00038036072144288573,0.27741198539733886,1.1183499336242675,0.6752456903457642,0.019722284842282535,0.40198444947600365,99.21875,0.02139750893693417,0.893891453742981,1.0,3489.0,10.0
0.00042040080160320637,0.2524654431776567,1.0853576226667925,0.6744980432770469,0.018857121806253086,0.37008800493045285,98.92578125,0.02191444983790544,0.8336059396917169,1.0,3179.0,11.0
0.000460440881763527,0.2315933108329773,1.0577223747968674,0.6738528112570444,0.019467325881123543,0.34315829382588464,99.31640625,0.021243943891022354,0.7856388290723165,1.0,3489.0,12.0
0.0005004809619238476,0.21400915659390962,1.0387638944845934,0.6724502490116999,0.018941971115194835,0.32267159768022025,97.94921875,0.024700075728245653,0.7427434921264648,1.0,3179.0,13.0
0.0005405210420841684,0.19893714359828404,1.0224738035883223,0.6710456950323922,0.02065583544650248,0.30454237359975067,98.53515625,0.02622990049089172,0.7083332198006767,1.0,3489.0,14.0
0.000580561122244489,0.18587505022684733,1.0026901920636495,0.6693761944770813,0.020244553747276465,0.2870510004460812,99.21875,0.026018445240333678,0.6771777153015137,1.0,3489.0,15.0
0.0006206012024048096,0.17438293993473053,0.9849365949630737,0.6670774780213833,0.020804539148230106,0.2717203018255532,99.21875,0.025334278398077004,0.6513540744781494,1.0,3489.0,16.0
0.0006606412825651303,0.16430161981021657,0.9715342977467705,0.6643580268411076,0.02041629104710677,0.26049314176335053,98.53515625,0.02626683917718337,0.6286861756268669,1.0,3489.0,17.0
0.0007006813627254509,0.1553959846496582,0.9606433676348792,0.6613146364688873,0.020161712386955816,0.2513317892120944,98.53515625,0.0278352319340532,0.6074258618884616,1.0,3489.0,18.0
0.0007407214428857715,0.14737518210160105,0.9511619869031405,0.657705190934633,0.021672123405886323,0.2434951890456049,98.6328125,0.028289486935950424,0.5895086840579384,1.0,3489.0,19.0
0.0007807615230460922,0.14010642766952514,0.9346357971429825,0.6528466552495956,0.02117064888589084,0.23325705546885728,99.51171875,0.027361439995002002,0.5724332451820373,1.0,3489.0,20.0
0.0008208016032064128,0.13357753980727421,0.9274980539367312,0.6485287774176824,0.02137757194716306,0.2285322868043468,98.14453125,0.02905942152609073,0.5576911199660528,1.0,3489.0,21.0
0.0008608416833667334,0.12764219804243607,0.9129442518407648,0.6413473405621268,0.020784982480108738,0.2218642324547876,99.0234375,0.028947701413099738,0.5442960912531073,1.0,3489.0,22.0
0.0009008817635270542,0.12222299368485161,0.9026819182478864,0.6368407684823741,0.021781986579298973,0.21537234099662822,99.12109375,0.028686826714597966,0.5320918663688328,1.0,3489.0,23.0
0.0009409218436873747,0.11725540955861409,0.8870858425895373,0.6284971944987774,0.021251870629688103,0.20931577046091357,99.31640625,0.028021013548520084,0.519480566183726,1.0,3179.0,24.0
